ticker,description,score
INOXINDIA,"Other Factor – Export Momentum: North & Central America revenue contribution increased from 14% to ~26%, demonstrating successful geographic diversification and export-led growth.",3
INOXINDIA,"Other Factor – Market Leadership: Management claims 60–65% share in India's LNG semi-trailer market with over 250 LNG semi-trailers operating, reinforcing industry leadership.",3
INOXINDIA,"Other Factor – Working Capital Risk: Project/non-standard orders have risen from ~30% to over 60% of the order book, increasing contract assets and working capital requirements.",-1
HEXT,"Conference Call Available – Company announced an investor/analyst conference call on May 7, 2026 to discuss Q1 FY26 results and provided investor presentation/fact sheet to participants, indicating normal investor communication practices.",1
HEXT,Total Score,1
HEXT,Maximum Possible Score,3
HEXT,Normalized Score,1
GANESHIN,Corporate Governance Quality – Company complied with SEBI Regulation 30 by disclosing the investor presentation and analyst meeting details to the stock exchanges in a timely manner.,1
GANESHIN,"Conference Call / Investor Interaction Available – Company announced an analyst/investor meeting scheduled for June 3, 2026, demonstrating investor engagement and communication.",1
GANESHIN,"Other Factor – Investor Presentation includes audited FY26 and Q4 FY26 financial results, indicating management's willingness to share performance updates with investors.",1
GANESHIN,Total Score,3
GANESHIN,Maximum Possible Score,9
GANESHIN,Normalized Score (/3),1
KODYTECH,"New Contract Wins – Company highlights biggest order received exceeding $10 million and reports 200+ commercial robot deployments with 1,500+ units in deployment pipeline.",3
KODYTECH,"Order Book / Backlog – Deployment pipeline exceeds 1,500 units across robots, providing visible future revenue opportunities.",2
KODYTECH,"3-Year Revenue Forecast – Expansion roadmap across India, GCC, Europe and USA, with exposure to robotics markets expected to grow strongly through 2030.",2
KODYTECH,"Current Ratio – Current assets ₹12,804.63 lakh vs current liabilities ₹4,195.61 lakh (current ratio ~3.05x), indicating strong liquidity.",3
KODYTECH,"Cash & Equivalents Level – Balance sheet strengthened significantly with total assets rising from ₹11,169 lakh to ₹26,611 lakh and strong equity base of ₹21,527 lakh.",2
KODYTECH,"Net Profit Margin Trend – PAT remained largely stable despite revenue growth; PAT declined slightly from ₹1,762 lakh to ₹1,676 lakh.",-1
KODYTECH,"Corporate Governance Quality – NSE-listed company with detailed investor presentation, audited financials, board structure, and management disclosures.",2
KODYTECH,"Management Quality – Strong founder-led team, 250+ R&D personnel, patent filing, multiple strategic alliances, GCC joint venture, and focus on recurring revenue models.",3
KODYTECH,"Other Factor – Business Model Diversification: Five revenue streams (robot sales, advertising revenue, AI services, product development, RaaS rentals) with three recurring revenue streams creating long-term scalability.",3
KODYTECH,"Other Factor – Proprietary Technology & IP: Patent filed, proprietary robotics portfolio, AI-native products, centralized fleet management platform, and advertising monetization stack.",3
KODYTECH,"Other Factor – Strategic GCC Expansion: Falcon Tech Robotics JV provides local presence in UAE/GCC, reducing export friction and improving market access.",3
KODYTECH,Other Factor – Competitive Advantage: India-manufactured robots with claimed 30–40% cost advantage and profitable operations versus many loss-making global peers.,3
KODYTECH,"Other Factor – Large Addressable Markets: Combined exposure to healthcare robotics, advertising robotics, and cleaning robotics markets exceeding $40 billion+ opportunity by 2030.",3
KODYTECH,"Other Factor – Revenue Growth Trend: Revenue increased from ₹7,177 lakh to ₹8,028 lakh (+11.9% YoY).",1
KODYTECH,"Other Factor – Profitability Strength: FY26 PBT increased from ₹2,403 lakh to ₹2,705 lakh (+12.5% YoY).",2
